,Make,Model,Investigation_Type,Event_Date,Aircraft_damage,Amateur_Built,Number_of_Engines,Engine_Type,Purpose_of_flight,Total_Fatal_Injuries,Total_Serious_Injuries,Total_Minor_Injuries,Total_Uninjured
49586,Cessna,140,Accident,2000-10-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49588,Champion,7ECA,Accident,2000-10-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49589,Zenair,CH2000,Accident,2000-10-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49590,Pitts,S-2B,Accident,2000-10-21,Minor,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49591,Ryan,ST3KR,Accident,2000-10-21,Destroyed,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
49593,Howard Aircraft Corp.,WEEDHOPPER,Accident,2000-10-22,Substantial,Yes,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
49594,Cessna,172P,Accident,2000-10-22,Substantial,No,1.0,reciprocating,Personal,0.0,3.0,0.0,0.0
49596,Aerospatiale,AS350BA,Accident,2000-10-22,Substantial,No,1.0,turbo shaft,Positioning,0.0,1.0,0.0,0.0
49597,Cessna,172P,Accident,2000-10-22,Substantial,No,1.0,reciprocating,Business,0.0,0.0,2.0,1.0
49602,Beech,N35,Accident,2000-10-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49603,American,AA-1A,Accident,2000-10-23,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
49604,Ercoupe,415-E,Accident,2000-10-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49607,Mooney,M-20J,Accident,2000-10-23,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49609,Beech,35B33,Accident,2000-10-24,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
49610,Cessna,152,Accident,2000-10-24,Destroyed,No,1.0,reciprocating,Instructional,2.0,0.0,0.0,0.0
49612,Piper,PA-28R-200,Accident,2000-10-24,Destroyed,No,1.0,reciprocating,Business,2.0,0.0,0.0,0.0
49613,Cessna,152,Accident,2000-10-25,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49614,Cessna,210,Accident,2000-10-25,Destroyed,No,1.0,reciprocating,Business,1.0,0.0,0.0,1.0
49615,Piper,PA28-140,Accident,2000-10-25,Destroyed,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
49616,Mooney,M-20J,Accident,2000-10-26,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49617,Grumman American,AA-5A,Accident,2000-10-26,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,2.0,0.0
49618,Piper,PA-18A,Accident,2000-10-26,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49620,Cessna,340A,Accident,2000-10-26,Destroyed,No,2.0,reciprocating,Business,2.0,0.0,0.0,0.0
49621,Cessna,150L,Accident,2000-10-26,Destroyed,No,1.0,reciprocating,Instructional,1.0,0.0,0.0,0.0
49623,Cessna,150C,Accident,2000-10-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49625,Aviat,A-1,Accident,2000-10-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49626,Cessna,150,Accident,2000-10-27,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49627,Cessna,T210N,Accident,2000-10-28,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
49628,Piper,PA-34-200T,Accident,2000-10-28,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49629,Cessna,172,Accident,2000-10-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49630,Taylorcraft,BC12-D,Accident,2000-10-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49631,Aerospatiale,AS-350BA,Accident,2000-10-28,Destroyed,No,1.0,turbo shaft,Positioning,1.0,0.0,0.0,0.0
49632,Cessna,182S,Accident,2000-10-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49634,Grumman American,AA-1A,Accident,2000-10-29,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49637,Piper,PA-28-140,Accident,2000-10-30,Substantial,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
49638,Bell,206L-1,Accident,2000-10-30,Substantial,No,1.0,turbo shaft,Public Aircraft,0.0,0.0,0.0,1.0
49640,Forney,F1A,Accident,2000-10-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
49641,Cessna,172,Accident,2000-10-30,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
49642,Beech,BE-76,Accident,2000-10-30,Destroyed,No,2.0,reciprocating,Instructional,2.0,0.0,0.0,0.0
49643,Piper,PA-28-181,Accident,2000-10-31,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49644,Piper,PA-32R-301,Accident,2000-10-31,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,2.0
49647,Beech,A-36,Accident,2000-01-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
49649,Piper,PA-28-235,Accident,2000-01-11,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
49650,Aviat,PITTS S-2B,Accident,2000-01-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49651,Cessna,172N,Accident,2000-02-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49652,Cessna,172P,Accident,2000-02-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49653,Cessna,177B,Accident,2000-02-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
49654,Cessna,172N,Accident,2000-02-11,Destroyed,No,1.0,reciprocating,Personal,0.0,0.0,1.0,1.0
49656,Piper,PA-20,Accident,2000-03-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49657,Piper,PA-34-200,Accident,2000-03-11,Substantial,No,2.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49658,Luscombe,8A,Accident,2000-03-11,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49660,Maule,MX-7-180A,Accident,2000-04-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49661,Cessna,172P,Accident,2000-04-11,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49662,Piper,PA-28-140,Accident,2000-04-11,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,1.0
49664,Cessna,185F,Accident,2000-05-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49666,Cessna,152,Accident,2000-05-11,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49667,Piper,PA28-200,Accident,2000-05-11,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49668,Cessna,152,Accident,2000-06-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,1.0
49670,Piper,J3C-65,Accident,2000-07-11,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
49671,Piper,PA-18,Accident,2000-07-11,Substantial,No,1.0,reciprocating,Other Work Use,0.0,0.0,0.0,1.0
49673,Cessna,180H,Accident,2000-08-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49674,Navion,A,Accident,2000-08-11,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
49676,Cessna,182P,Accident,2000-09-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
49677,Piper,PA-28-140,Accident,2000-09-11,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49679,Cessna,425,Accident,2000-10-11,Substantial,No,2.0,turbo prop,Business,2.0,0.0,0.0,0.0
49680,Piper,PA-28R-200,Accident,2000-10-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
49683,Cessna,T210N,Accident,2000-11-11,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,5.0
49685,Piper,PA-20,Accident,2000-12-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49686,Cessna,150E,Accident,2000-12-11,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49687,Cessna,175,Accident,2000-12-11,Destroyed,No,1.0,reciprocating,Other Work Use,1.0,2.0,0.0,0.0
49688,Cessna,172L,Accident,2000-11-13,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
49689,Robinson,R-22B,Accident,2000-11-13,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49692,Mooney,M20J,Accident,2000-11-13,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,2.0,0.0
49694,Piper,PA-18,Accident,2000-11-14,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
49695,Cessna,180,Accident,2000-11-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
49696,Eurocopter,AS 350B-3,Accident,2000-11-15,Substantial,No,1.0,turbo shaft,Instructional,0.0,0.0,0.0,2.0
49697,Cessna,172H,Accident,2000-11-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
49698,Beech,BE-23,Accident,2000-11-15,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
49700,Experimental,Glasair 1RG,Accident,2000-11-15,Destroyed,Yes,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49701,Cessna,185F,Accident,2000-11-15,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49703,Piper,PA-20,Accident,2000-11-16,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49704,Aerofab Inc.,Lake Seawolf,Accident,2000-11-16,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49705,Cessna,210K,Accident,2000-11-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49707,Cessna,172N,Accident,2000-11-16,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,1.0
49709,Eurocopter,AS350B2,Accident,2000-11-16,Destroyed,No,1.0,turbo shaft,Positioning,1.0,0.0,0.0,0.0
49711,Piper,PA-30,Accident,2000-11-17,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,5.0
49712,Grumman American,AA-5B,Accident,2000-11-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49713,Cessna,172K,Accident,2000-11-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
49714,Cessna,140,Accident,2000-11-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49715,Cessna,177RG,Accident,2000-11-17,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49716,Piper,PA-22-135,Accident,2000-11-17,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49718,Cessna,182Q,Accident,2000-11-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49720,Cessna,150K,Accident,2000-11-18,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49721,Aeronca,7CCM-200,Accident,2000-11-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49723,Piper,PA-28-140,Accident,2000-11-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,1.0
49724,Lake,LA-4-200,Accident,2000-11-20,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
49725,Cessna,172K,Accident,2000-11-20,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49728,Robinson,R-22,Accident,2000-11-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49729,Piper,PA-32RT-300,Accident,2000-11-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
49731,Hall,GLASAIR III,Accident,2000-11-22,Destroyed,Yes,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49734,Beech,BE-23-A24R,Accident,2000-11-23,Substantial,No,1.0,reciprocating,Business,0.0,0.0,0.0,2.0
49735,Piper,PA-28-180,Accident,2000-11-23,Destroyed,No,1.0,reciprocating,Personal,1.0,1.0,0.0,0.0
49737,Bellanca,BL-17-30A,Accident,2000-11-24,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,1.0,0.0
49739,Cessna,150M,Accident,2000-11-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49740,Beech,F90,Accident,2000-11-24,Destroyed,No,2.0,turbo prop,Flight Test,0.0,0.0,0.0,2.0
49741,Piper,PA-28-161,Accident,2000-11-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,3.0
49742,Luscombe,8A,Accident,2000-11-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
49744,Cessna,150L,Accident,2000-11-26,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
49745,Piper,PA-46-310P,Accident,2000-11-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
49746,Cessna,172N,Accident,2000-11-26,Substantial,No,1.0,reciprocating,Personal,1.0,0.0,0.0,2.0
49747,Aerostar,PA-60-601P,Accident,2000-11-26,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49748,Mooney,M20K,Accident,2000-11-26,Destroyed,No,1.0,reciprocating,Personal,3.0,0.0,0.0,0.0
49750,Cessna,150E,Accident,2000-11-26,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,2.0
49751,Piper,PA-28R-180,Accident,2000-11-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49752,Mooney,M20E,Accident,2000-11-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49753,Piper,PA-28R-180,Accident,2000-11-27,Destroyed,No,1.0,reciprocating,Personal,4.0,0.0,0.0,0.0
49754,Piper,PA-28,Accident,2000-11-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
49755,Bellanca,17-30A,Accident,2000-11-28,Substantial,No,1.0,reciprocating,Ferry,0.0,0.0,0.0,1.0
49758,Cessna,180H,Accident,2000-11-28,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49761,Wsk Pzl Warzawa-okecie,PZL-104 WILGA 80,Accident,2000-11-29,Substantial,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
49762,Cessna,305A,Accident,2000-11-29,Substantial,No,1.0,reciprocating,Positioning,0.0,0.0,0.0,1.0
49765,Cessna,182J,Accident,2000-11-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49766,Piper,PA-28-161,Accident,2000-11-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49767,Cessna,172N,Accident,2000-11-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49768,Cessna,320C,Accident,2000-11-30,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49769,Cessna,172,Accident,2000-11-30,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49771,Beech,BE-55-D55,Accident,2000-11-30,Destroyed,No,2.0,reciprocating,Personal,1.0,1.0,0.0,0.0
49772,Cessna,182P,Accident,2000-11-30,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49773,Aerofab Inc.,LAKE 250,Accident,2000-01-12,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,0.0
49774,Bell,206B,Accident,2000-01-12,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,1.0
49775,Cessna,152,Accident,2000-02-12,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49776,Cessna,A185F,Accident,2000-03-12,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49777,Miller,SLINGSHOT,Accident,2000-03-12,Substantial,Yes,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49778,Cessna,182J,Accident,2000-03-12,Substantial,No,1.0,reciprocating,Other Work Use,0.0,1.0,0.0,1.0
49779,Beech,95-B55,Accident,2000-03-12,Substantial,No,2.0,reciprocating,Instructional,2.0,0.0,0.0,0.0
49780,Cessna,152,Accident,2000-03-12,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,2.0,0.0
49784,Hughes,269C,Accident,2000-04-12,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49786,Robinson,R-44A,Accident,2000-04-12,Destroyed,No,1.0,reciprocating,Business,3.0,0.0,0.0,0.0
49787,Cessna,150C,Accident,2000-05-12,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49788,Mooney,M20J,Accident,2000-05-12,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,1.0,2.0
49790,Piper,PA-16,Accident,2000-06-12,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49791,Air Tractor,AT-502B,Accident,2000-06-12,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
49792,Air Tractor,AT-602,Accident,2000-06-12,Substantial,No,1.0,turbo prop,Aerial Application,0.0,0.0,0.0,1.0
49794,Smith,TEAM TANGO 2,Accident,2000-06-12,Destroyed,Yes,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49795,Hughes,369D,Accident,2000-06-12,Destroyed,No,1.0,turbo shaft,Other Work Use,0.0,0.0,0.0,3.0
49796,Aerospatiale,AS-350-BA,Accident,2000-07-12,Substantial,No,1.0,turbo shaft,Instructional,0.0,0.0,0.0,3.0
49798,Thomas,VP-1,Accident,2000-08-12,Substantial,Yes,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
49799,Piper,PA-24-250,Accident,2000-08-12,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49800,Mooney,M-20J,Accident,2000-09-12,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49801,Cessna,172M,Accident,2000-09-12,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,1.0,0.0
49803,Cessna,TR182,Accident,2000-09-12,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49805,Kaman,K-1200,Accident,2000-10-12,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,0.0,1.0
49806,Robinson,R22,Accident,2000-10-12,Destroyed,No,1.0,reciprocating,Instructional,0.0,0.0,2.0,0.0
49807,Cessna,421B,Accident,2000-10-12,Destroyed,No,2.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49809,Cessna,172H,Accident,2000-11-12,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
49811,Cessna,182A,Accident,2000-12-12,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49812,Cessna,182P,Accident,2000-12-12,Destroyed,No,1.0,reciprocating,Public Aircraft,1.0,0.0,0.0,0.0
49813,Cessna,172S,Incident,2000-12-12,Minor,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49817,Cessna,210C,Accident,2000-12-13,Substantial,No,1.0,reciprocating,Ferry,0.0,0.0,0.0,1.0
49818,Cessna,R182,Accident,2000-12-13,Destroyed,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49822,Christen Industries,Pitts S-2B,Accident,2000-12-14,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,1.0
49823,Robinson,R22 BETA,Accident,2000-12-14,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,1.0,1.0
49824,Cessna,172P,Accident,2000-12-14,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49825,Cessna,180,Accident,2000-12-14,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49827,Piper,PA-31-325,Accident,2000-12-14,Destroyed,No,2.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49829,Mooney,M20K,Accident,2000-12-14,Destroyed,No,1.0,reciprocating,Personal,1.0,0.0,0.0,0.0
49830,Cessna,172,Accident,2000-12-15,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49831,Socata,TBM 700,Accident,2000-12-15,Substantial,No,1.0,turbo prop,Business,0.0,0.0,2.0,2.0
49832,Aero Vodochody Aero. Works,L-39C,Accident,2000-12-16,Substantial,No,1.0,turbo jet,Personal,0.0,0.0,0.0,1.0
49833,Piper,PA-28-180,Accident,2000-12-16,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,4.0
49834,Cessna,172E,Accident,2000-12-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49835,Maule,M-5,Accident,2000-12-16,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49838,Robinson,R22,Accident,2000-12-17,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49839,Cessna,150M,Accident,2000-12-17,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,4.0
49840,Piper,PA-14,Accident,2000-12-17,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,4.0
49841,Beech,BE-23,Accident,2000-12-17,Destroyed,No,1.0,reciprocating,Business,1.0,0.0,0.0,0.0
49842,Cessna,172M,Accident,2000-12-18,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49843,Bell,206B3,Accident,2000-12-18,Substantial,No,1.0,turbo shaft,Instructional,0.0,0.0,2.0,0.0
49844,Beech,58,Accident,2000-12-18,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,3.0
49845,Aerospatiale,SA365-N1,Accident,2000-12-18,Destroyed,No,2.0,turbo shaft,Flight Test,0.0,2.0,0.0,1.0
49846,Cessna,172M,Accident,2000-12-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49847,Cessna,210C,Accident,2000-12-19,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49849,Beech,F33A,Accident,2000-12-20,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49851,Piper,PA-28R-201,Accident,2000-12-20,Minor,No,1.0,reciprocating,Personal,0.0,1.0,0.0,0.0
49853,Cessna,177RG,Accident,2000-12-21,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49854,Mitsubishi,MU-2B-60,Accident,2000-12-21,Substantial,No,2.0,turbo prop,Personal,0.0,0.0,0.0,3.0
49856,De Havilland,DHC-2 Mk. I,Accident,2000-12-22,Substantial,No,1.0,reciprocating,Ferry,0.0,0.0,0.0,2.0
49858,Bell,206-L3,Accident,2000-12-22,Substantial,No,1.0,turbo shaft,Positioning,0.0,0.0,3.0,0.0
49859,Cessna,TR182,Accident,2000-12-22,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,4.0
49860,Robinson,R-22B2,Accident,2000-12-22,Substantial,No,1.0,reciprocating,Instructional,0.0,1.0,1.0,0.0
49861,Beech,B200,Accident,2000-12-22,Destroyed,No,2.0,turbo prop,Executive/corporate,2.0,0.0,0.0,1.0
49862,Cessna,140,Accident,2000-12-23,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
49864,Rockwell,112A,Accident,2000-12-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49865,Cessna,182P,Accident,2000-12-24,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,2.0,0.0
49867,Beech,V35B,Accident,2000-12-24,Substantial,No,1.0,reciprocating,Personal,2.0,0.0,0.0,0.0
49868,Beech,BE-60,Accident,2000-12-25,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,3.0
49869,Cessna,150M,Accident,2000-12-25,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49870,Robinson,R-22 BETA,Accident,2000-12-26,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49872,Cessna,T210N,Accident,2000-12-26,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,4.0,0.0
49875,Cessna,305A,Accident,2000-12-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49876,Piper,PA-18-135,Accident,2000-12-27,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49877,Piper,PA-18-135,Accident,2000-12-27,Substantial,No,2.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49878,Cessna,152,Accident,2000-12-27,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49881,Champion,8GCBC,Accident,2000-12-27,Destroyed,No,1.0,reciprocating,Instructional,2.0,0.0,0.0,0.0
49882,Grumman,G-44,Accident,2000-12-28,Substantial,No,2.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49883,Hughes,369HS,Accident,2000-12-28,Substantial,No,1.0,turbo shaft,Other Work Use,2.0,1.0,0.0,1.0
49885,Cessna,172M,Accident,2000-12-29,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49888,Bell,407,Accident,2000-12-29,Destroyed,No,1.0,turbo shaft,Positioning,1.0,0.0,0.0,0.0
49889,Piper,PA-28-140,Accident,2000-12-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49890,Cessna,172N,Accident,2000-12-30,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,2.0
49892,Cessna,177,Accident,2000-12-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49893,Cessna,150M,Accident,2000-12-31,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49895,Mooney,M20S,Accident,2001-01-01,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49896,Cessna,172N,Accident,2001-01-01,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49898,Beech,200,Accident,2001-02-01,Substantial,No,2.0,turbo prop,Personal,0.0,0.0,0.0,7.0
49902,Learjet,35,Accident,2001-04-01,Substantial,No,2.0,turbo fan,Positioning,0.0,0.0,0.0,3.0
49903,Cessna,152,Accident,2001-04-01,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49904,Aviat,A-1A,Accident,2001-04-01,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,1.0
49905,Cessna,172S,Accident,2001-04-01,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49906,Cessna,152,Accident,2001-05-01,Substantial,No,1.0,reciprocating,Instructional,0.0,0.0,0.0,1.0
49907,Cessna,177RG,Accident,2001-05-01,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,3.0
49908,Hiller,UH-12E,Accident,2001-05-01,Destroyed,No,1.0,turbo shaft,Aerial Application,0.0,0.0,0.0,1.0
49910,Cessna,170A,Accident,2001-06-01,Substantial,No,1.0,reciprocating,Personal,0.0,2.0,0.0,0.0
49911,Cessna,172,Accident,2001-06-01,Substantial,No,1.0,reciprocating,Personal,0.0,0.0,0.0,2.0
49912,Cessna,172F,Accident,2001-06-01,Destroyed,No,1.0,reciprocating,Personal,2.0,0.0,0.0,1.0
49913,Cessna,152,Accident,2001-06-01,Destroyed,No,1.0,reciprocating,Personal,0.0,1.0,1.0,1.0
